ID;ID;phi1A;PHIA;phi2A;phi1B;PHIB;phi2B;q0A;q1A;q2A;q3A;q0B;q1B;q2B;q3B;misorientationCubicEulerAB;misoriQxQAB;misoriQuatCubic0;misoriQuatCubic1;misoriQuatCubic2;misoriQuatCubic3
ID;5102;0.710113;1.63738;5.6727;0.571765;1.51431;6.01516;-0.682333;-0.576757;-0.447902;-0.0340171;-0.718427;-0.627191;-0.280006;-0.109956;0.38947;0.38947;0.981099;0.170012;0.0886452;0.0261296
ID;5103;0.479839;1.29882;6.082;0.637197;1.50273;5.77371;-0.788723;-0.569996;-0.201957;-0.110607;-0.72927;-0.573479;-0.370288;-0.0466347;0.37991;0.37991;0.982013;0.139124;0.107924;0.0681737
ID;5104;0.620603;1.52365;6.14202;1.22603;1.44228;6.13408;-0.702886;-0.640778;-0.256594;-0.171797;-0.644779;-0.510228;-0.419029;-0.385152;0.610064;0.610064;0.953837;0.288225;0.0813672;0.0223632
ID;5105;0.963858;1.17446;5.9969;0.499776;0.932002;5.85778;-0.78516;-0.449296;-0.324209;-0.276668;-0.892755;-0.402094;-0.200516;-0.0332131;0.59677;0.59677;0.955812;0.228326;0.180648;0.0406945
ID;5106;0.883673;1.40214;6.10925;0.792257;0.810333;5.73717;-0.71654;-0.556931;-0.325422;-0.265517;-0.91208;-0.309171;-0.244509;-0.112865;0.723581;0.723581;0.935265;0.25824;0.196864;0.140843
ID;5107;0.26732;1.37904;6.02779;0.438612;1.40752;5.90145;-0.771537;-0.614564;-0.16438;-0.00460163;-0.762108;-0.593412;-0.258038;-0.0216784;0.196035;0.196035;0.9952;0.0844028;0.0478172;0.0129009
ID;5108;0.706804;1.35678;6.01655;0.786357;1.16452;5.82383;-0.759802;-0.554667;-0.293519;-0.169975;-0.824084;-0.446646;-0.320795;-0.13595;0.266299;0.266299;0.991149;0.103107;0.0836142;0.0013452
ID;5109;0.629532;1.5821;6.10082;0.813787;1.68126;5.53704;-0.685597;-0.653302;-0.280803;-0.155895;-0.666611;-0.529693;-0.523971;-0.0225531;0.610812;0.610812;0.953725;0.282031;0.104204;0.00300929
ID;5110;0.670339;1.37367;5.65261;0.662922;0.899028;5.7842;-0.773103;-0.504617;-0.383977;-0.0153717;-0.897634;-0.363239;-0.238478;-0.0737425;0.491431;0.491431;0.969964;0.19679;0.128675;0.0623476
ID;5111;0.960159;1.25087;5.8474;0.813248;0.395257;5.69806;-0.783002;-0.448542;-0.376248;-0.210132;-0.974164;-0.150275;-0.126367;-0.111596;0.896661;0.896661;0.901172;0.334722;0.249104;0.117463
ID;5112;0.907099;1.11163;5.91248;0.310673;0.776453;6.07961;-0.819101;-0.423562;-0.314638;-0.225103;-0.924255;-0.366103;-0.0962643;-0.0495408;0.611869;0.611869;0.953566;0.273383;0.093058;0.0855218
ID;5113;0.755664;0.924016;5.5317;0.319559;1.04271;5.99552;-0.895157;-0.325059;-0.305003;-0.00186825;-0.867036;-0.475274;-0.148903;-0.0138274;0.438442;0.438442;0.976067;0.139669;0.12755;0.107316
ID;5114;0.866778;1.03609;5.62081;1.09095;1.6364;5.98536;-0.864254;-0.357363;-0.342782;-0.0886377;-0.630489;-0.560904;-0.467084;-0.264014;0.758954;0.758954;0.928858;0.23219;0.210352;0.19764
ID;5115;1.27051;1.26281;6.05134;0.676683;1.14414;5.76542;-0.700772;-0.431427;-0.402865;-0.400611;-0.838129;-0.447662;-0.304443;-0.0667353;0.753557;0.753557;0.929855;0.274855;0.239995;0.0471955
ID;5116;0.81015;0.876856;5.70325;1.06048;1.6923;5.7921;-0.899428;-0.32604;-0.271868;-0.103992;-0.636187;-0.534502;-0.52432;-0.186179;0.862803;0.862803;0.908381;0.303747;0.277233;0.0756604
ID;5117;0.951001;1.34166;5.7143;1.11273;1.39068;5.85916;-0.769053;-0.450608;-0.428233;-0.148748;-0.722758;-0.460653;-0.445229;-0.259211;0.242926;0.242926;0.992632;0.0884809;0.0811777;0.0161903
ID;5118;0.451764;1.27849;5.89485;0.698333;1.08788;5.97543;-0.802143;-0.544727;-0.243292;-0.0254487;-0.839411;-0.453402;-0.249491;-0.166042;0.344134;0.344134;0.985233;0.127605;0.0862317;0.0748143
ID;5119;0.683175;1.61606;5.94572;0.416892;0.825687;5.97289;-0.680626;-0.63082;-0.353119;-0.118837;-0.914683;-0.374986;-0.142686;-0.0487994;0.829139;0.829139;0.91529;0.32205;0.239654;0.0330779
ID;5120;0.423989;1.55966;6.0179;0.556608;1.29201;5.89684;-0.708794;-0.661813;-0.237566;-0.0563624;-0.795603;-0.536323;-0.27343;-0.067896;0.314666;0.314666;0.987649;0.147116;0.0502647;0.0195028
ID;5121;0.317707;0.975159;6.00996;0.711686;1.17705;5.97412;-0.883251;-0.448188;-0.136416;-0.019649;-0.814964;-0.484388;-0.271186;-0.166313;0.428118;0.428118;0.977177;0.193372;0.0754189;0.0452196
ID;5122;0.823942;1.2879;5.87939;1.0128;1.62335;6.03072;-0.782147;-0.490751;-0.345827;-0.16677;-0.639144;-0.585047;-0.428932;-0.255405;0.420796;0.420796;0.977948;0.142227;0.127139;0.0850004
ID;5123;1.11638;1.50154;6.21906;0.87738;1.48441;6.06452;-0.632279;-0.566773;-0.379694;-0.367182;-0.697367;-0.576931;-0.352152;-0.238365;0.294832;0.294832;0.989154;0.118868;0.0858808;0.0083308
ID;5124;0.734692;1.25949;5.57153;1.05397;1.29679;5.86368;-0.808126;-0.441531;-0.38974;-0.00930766;-0.757283;-0.447294;-0.405749;-0.248631;0.491748;0.491748;0.969925;0.189054;0.138368;0.0660187
ID;5125;0.891023;1.2835;5.98148;0.361629;0.360202;5.98805;-0.766526;-0.49527;-0.336194;-0.232638;-0.983282;-0.169557;-0.0577712;-0.0327033;1.05242;1.05242;0.864718;0.354575;0.309538;0.175289
ID;5126;0.867316;1.32941;5.69175;0.768869;1.38843;5.90571;-0.779621;-0.459903;-0.411056;-0.10823;-0.753886;-0.537536;-0.346955;-0.149445;0.223695;0.223695;0.993752;0.0963092;0.048481;0.0288436
ID;5127;0.375497;1.34133;6.19389;0.807628;1.61978;5.78921;-0.775401;-0.604799;-0.143138;-0.111725;-0.681116;-0.576182;-0.438743;-0.107702;0.625791;0.625791;0.951446;0.243473;0.175463;0.0684363
ID;5128;0.987348;1.56863;6.05666;0.412752;0.461716;5.9098;-0.657267;-0.580188;-0.402866;-0.262833;-0.973282;-0.211363;-0.0876409;-0.0191606;0.899808;0.899808;0.900489;0.31264;0.281126;0.111105
ID;5129;1.10532;1.45226;5.82351;0.638594;1.56559;6.16301;-0.709122;-0.470866;-0.468143;-0.237219;-0.68526;-0.655115;-0.261193;-0.181715;0.569108;0.569108;0.959787;0.205424;0.150002;0.118782
ID;5130;0.958166;1.45186;5.70023;0.741123;1.42918;6.10801;-0.734759;-0.476312;-0.462384;-0.139485;-0.725321;-0.587727;-0.289834;-0.210907;0.436189;0.436189;0.976312;0.187499;0.10394;0.0292655
ID;5131;1.25136;1.41971;6.12502;0.817604;1.0333;5.63499;-0.647948;-0.496461;-0.422223;-0.39423;-0.866361;-0.367138;-0.330481;-0.0735589;0.844533;0.844533;0.912162;0.30294;0.25988;0.093001
ID;5132;0.517625;1.6269;5.99861;0.636766;1.51744;6.01033;-0.682335;-0.668989;-0.283712;-0.0798714;-0.713736;-0.618056;-0.302229;-0.131321;0.162159;0.162159;0.996715;0.0688786;0.0422141;0.00575976
ID;5133;0.728621;1.12349;6.07504;0.631217;1.60058;5.82707;-0.81783;-0.475296;-0.240469;-0.217767;-0.69383;-0.6141;-0.371176;-0.0609018;0.554344;0.554344;0.961833;0.23864;0.130033;0.03193
ID;5134;0.359438;0.910237;6.08757;0.367733;1.03304;6.0779;-0.895197;-0.422749;-0.120432;-0.0734905;-0.866677;-0.473724;-0.139565;-0.0705519;0.12309;0.12309;0.998107;0.0594499;0.0155741;0.002484
ID;5135;0.435017;1.4834;6.25792;0.659739;1.52691;5.72927;-0.721901;-0.657731;-0.154102;-0.150004;-0.721441;-0.567975;-0.394293;-0.038207;0.561292;0.561292;0.960877;0.25245;0.113397;0.0112358
ID;5136;1.07448;1.67337;5.79457;0.764308;1.33879;5.78574;-0.641388;-0.526995;-0.522948;-0.193448;-0.777228;-0.501069;-0.36601;-0.104326;0.455724;0.455724;0.974152;0.213647;0.0719687;0.0142924
ID;5137;0.524366;1.15769;5.88239;0.701877;1.22049;5.70216;-0.835497;-0.489564;-0.244131;-0.0516853;-0.818012;-0.459159;-0.3429;-0.0494911;0.209766;0.209766;0.994505;0.0872874;0.056706;0.0112021
ID;5138;0.985705;1.60116;6.11123;0.925993;1.76443;5.67425;-0.639447;-0.600839;-0.392646;-0.275552;-0.627473;-0.555696;-0.536112;-0.100315;0.463516;0.463516;0.973264;0.212681;0.0866653;0.00359048
ID;5139;0.345914;1.44938;6.21759;0.404069;1.4403;6.03409;-0.741364;-0.648919;-0.135435;-0.104595;-0.749451;-0.624639;-0.211571;-0.0581898;0.185594;0.185594;0.995697;0.0879438;0.0277762;0.0089996
ID;5140;0.606644;1.21837;6.087;0.341945;0.519645;5.95175;-0.802903;-0.526716;-0.223571;-0.167132;-0.966422;-0.242484;-0.0848743;-0.00507636;0.787446;0.787446;0.923487;0.301289;0.185771;0.147937
ID;5141;0.792022;1.34532;6.08895;0.588789;1.59358;5.78359;-0.747487;-0.548835;-0.294951;-0.23032;-0.698311;-0.611815;-0.370233;-0.0311647;0.455804;0.455804;0.974143;0.160281;0.150146;0.0530315
ID;5142;0.573856;0.57833;5.74416;0.934722;1.34357;6.16434;-0.958337;-0.242134;-0.150608;-0.0166933;-0.718484;-0.538006;-0.312908;-0.310514;1.0266;1.0266;0.871129;0.300079;0.290845;0.257868
ID;5143;1.16108;1.65735;5.96829;0.649579;1.36987;5.76684;-0.61626;-0.545276;-0.495879;-0.277493;-0.772743;-0.528135;-0.348258;-0.0515529;0.627459;0.627459;0.951189;0.287013;0.110667;0.0248154
ID;5144;0.591624;1.35754;6.0608;1.25204;1.45049;6.18969;-0.765118;-0.576549;-0.248537;-0.142881;-0.626254;-0.518783;-0.413348;-0.409651;0.699108;0.699108;0.939526;0.322672;0.114573;0.00689025
ID;5145;0.710103;1.37786;5.82582;0.443484;1.2503;5.97541;-0.765772;-0.530443;-0.350369;-0.0972867;-0.809008;-0.544417;-0.214694;-0.0549778;0.29869;0.29869;0.988869;0.142847;0.0402588;0.0106093
ID;5146;0.823561;1.63944;5.58212;0.473951;1.33182;5.92202;-0.681145;-0.528656;-0.504797;-0.0417693;-0.785104;-0.564698;-0.250527;-0.0443209;0.555922;0.555922;0.961617;0.225829;0.150011;0.0423174
ID;5147;0.204085;1.13405;6.11791;0.855509;1.14753;6.03673;-0.843344;-0.527991;-0.0986322;-0.0163688;-0.80122;-0.462471;-0.284169;-0.251825;0.621958;0.621958;0.952034;0.286018;0.0948362;0.053201
ID;5148;0.0964757;1.45331;6.27273;0.990422;1.60384;6.10808;-0.74671;-0.663423;-0.0355039;-0.0321363;-0.638346;-0.600069;-0.395521;-0.27567;0.6771;0.6771;0.943237;0.326247;0.0588799;0.0199794
ID;5149;0.948055;1.14934;5.72555;0.632849;1.30572;6.06161;-0.823431;-0.396658;-0.371639;-0.162814;-0.777614;-0.552865;-0.251692;-0.162199;0.405105;0.405105;0.979556;0.127499;0.112584;0.107418
ID;5150;0.367019;0.727506;6.03351;0.701932;1.53922;6.08531;-0.93296;-0.339004;-0.107975;-0.0548019;-0.695493;-0.62661;-0.302612;-0.179093;0.884551;0.884551;0.90378;0.346074;0.233603;0.0940431
ID;5151;1.05263;1.13851;5.89363;0.73239;1.01259;5.92693;-0.796434;-0.404837;-0.355853;-0.274168;-0.859127;-0.414856;-0.251122;-0.163504;0.330501;0.330501;0.986377;0.153268;0.0593607;0.00673467
ID;5152;0.621016;1.32835;6.07166;0.61063;1.46916;6.06662;-0.770978;-0.563771;-0.249246;-0.160098;-0.727755;-0.613756;-0.269389;-0.145275;0.14134;0.14134;0.997504;0.0698246;0.00994254;0.00340602
ID;5153;0.0537237;1.00925;6.26632;0.999899;1.43046;5.80883;-0.875208;-0.483176;-0.0170597;-0.0161328;-0.729029;-0.48555;-0.440797;-0.196104;0.634621;0.634621;0.950078;0.299155;0.0857734;0.0223766
ID;5154;0.708112;1.49661;6.24593;0.653987;0.820245;5.98757;-0.692003;-0.633689;-0.247745;-0.241232;-0.902388;-0.354617;-0.18228;-0.16345;0.732034;0.732034;0.93376;0.322961;0.132231;0.0793921
ID;5155;1.00257;1.64519;5.89017;1.25363;1.41881;6.07197;-0.648969;-0.561603;-0.470918;-0.204151;-0.658002;-0.484342;-0.43556;-0.377802;0.387675;0.387675;0.981272;0.144206;0.0943226;0.0860961
ID;5156;0.832587;0.892043;5.94385;0.472557;1.11743;6.106;-0.874873;-0.359417;-0.238553;-0.220249;-0.838706;-0.50237;-0.1692;-0.124775;0.378288;0.378288;0.982166;0.145565;0.117848;0.0165335
ID;5157;0.841642;1.10435;5.78712;0.971385;1.45175;5.97246;-0.838709;-0.411518;-0.32526;-0.146378;-0.707482;-0.532005;-0.396976;-0.24259;0.430421;0.430421;0.976931;0.134259;0.124787;0.109579
ID;5158;0.930128;0.893736;5.82415;0.829917;1.15058;5.89752;-0.876904;-0.332025;-0.2766;-0.210457;-0.81842;-0.446641;-0.3107;-0.184842;0.271326;0.271326;0.990812;0.134188;0.0134527;0.0102273
ID;5159;0.293879;0.617962;6.03635;0.67995;1.14662;5.8105;-0.95238;-0.293042;-0.0812143;-0.0224067;-0.835604;-0.454801;-0.295584;-0.0869052;0.601994;0.601994;0.955041;0.228922;0.187841;0.0143612
ID;5160;0.307869;0.920085;6.09946;0.957468;1.65235;5.9346;-0.894308;-0.430642;-0.108035;-0.0555826;-0.646531;-0.584045;-0.446789;-0.203146;0.898088;0.898088;0.900862;0.356758;0.186118;0.162882
ID;5161;0.868702;0.854222;5.90707;1.05308;1.47562;5.81669;-0.8827;-0.336563;-0.241501;-0.22191;-0.708345;-0.487672;-0.463314;-0.213923;0.643073;0.643073;0.948751;0.243216;0.201681;0.00652033
ID;5162;0.858474;1.54213;6.14398;0.963628;1.34699;5.73838;-0.671288;-0.611974;-0.333401;-0.252395;-0.76457;-0.454573;-0.427075;-0.162491;0.449651;0.449651;0.974833;0.193699;0.109131;0.0164896
ID;5163;0.741489;0.59131;5.59208;1.23386;1.46113;5.98233;-0.956308;-0.219761;-0.19131;-0.0240984;-0.665213;-0.480281;-0.463258;-0.334982;0.966948;0.966948;0.885385;0.330807;0.247401;0.213196
ID;5164;0.482606;0.950102;5.81027;1.04456;1.41375;6.19147;-0.889259;-0.406169;-0.210301;-0.0043087;-0.675719;-0.547434;-0.349452;-0.348717;0.910131;0.910131;0.898232;0.307928;0.280378;0.140524
ID;5165;0.945399;1.24662;5.80187;0.505124;1.16323;5.79359;-0.79019;-0.441396;-0.381975;-0.186721;-0.835551;-0.482816;-0.262109;-0.00648904;0.450953;0.450953;0.974688;0.199331;0.0821579;0.0591708
ID;5166;0.875122;1.26476;5.59779;0.574746;1.08302;6.07769;-0.802998;-0.420087;-0.415793;-0.0764032;-0.842367;-0.476703;-0.19602;-0.157312;0.48949;0.48949;0.970199;0.177826;0.163184;0.0215088
ID;5167;1.36935;1.57181;6.27928;0.204535;0.954718;6.11549;-0.548338;-0.547143;-0.448486;-0.445892;-0.888061;-0.451501;-0.0850158;-0.0163587;0.720428;0.720428;0.935821;0.310267;0.166439;0.016464
ID;5168;0.626335;1.17485;5.82915;1.24068;1.27909;5.95454;-0.829283;-0.475307;-0.285033;-0.0716193;-0.720375;-0.422333;-0.421714;-0.353344;0.674663;0.674663;0.943641;0.282089;0.161364;0.0626776
ID;5169;0.876741;1.49514;5.84525;1.0885;1.18914;5.82296;-0.715763;-0.538191;-0.415401;-0.159611;-0.787852;-0.400434;-0.391692;-0.255968;0.369418;0.369418;0.98299;0.18121;0.02693;0.0129979
ID;5170;0.203684;1.37645;6.20072;1.13997;1.65688;6.07801;-0.770955;-0.628679;-0.0905658;-0.0467858;-0.60352;-0.576401;-0.459074;-0.304594;0.617804;0.617804;0.952668;0.296768;0.0626971;0.0205313
ID;5171;0.92425;1.38165;6.00898;0.197936;0.918766;6.19995;-0.730368;-0.52616;-0.359369;-0.246115;-0.894853;-0.439021;-0.0621306;-0.0513755;0.807782;0.807782;0.919539;0.357222;0.15336;0.0576339
ID;5172;0.651633;1.50418;5.94739;1.04416;1.47388;5.83652;-0.721174;-0.601584;-0.323752;-0.114845;-0.707729;-0.493809;-0.455817;-0.217954;0.400009;0.400009;0.980066;0.174001;0.0878502;0.0384363
ID;5173;0.937602;1.60597;5.90653;0.9408;1.21284;5.8812;-0.667421;-0.569611;-0.439464;-0.19226;-0.792056;-0.446228;-0.35454;-0.218701;0.393922;0.393922;0.980666;0.181289;0.0726705;0.0121638
ID;5174;0.827789;1.8483;5.57618;1.14527;1.46785;5.99405;-0.601413;-0.574416;-0.5541;-0.0363645;-0.675549;-0.504786;-0.440239;-0.308243;0.626178;0.626178;0.951387;0.239249;0.187637;0.0491474
ID;5175;0.680078;1.56099;5.62531;0.411835;1.41512;6.2074;-0.710522;-0.551968;-0.436381;-0.00788734;-0.749246;-0.63076;-0.156907;-0.12709;0.635195;0.635195;0.949988;0.273035;0.150296;0.0196132
ID;5176;0.873023;1.46594;6.19616;1.07895;1.68474;6.08495;-0.686533;-0.593463;-0.308981;-0.284613;-0.602188;-0.599169;-0.444798;-0.283763;0.320302;0.320302;0.987203;0.117176;0.0928902;0.055417
ID;5177;1.1682;1.30801;6.01494;0.167659;0.993306;6.18221;-0.714651;-0.45809;-0.400336;-0.345195;-0.878694;-0.472194;-0.063807;-0.02931;0.669676;0.669676;0.944464;0.299943;0.1254;0.0479366
ID;5178;0.814829;1.82575;5.58415;1.21093;1.55893;6.0483;-0.610449;-0.575207;-0.543358;-0.035382;-0.628254;-0.527092;-0.465018;-0.33351;0.627549;0.627549;0.951175;0.204375;0.20028;0.11569
ID;5179;0.521788;1.54124;5.79653;0.249247;1.56824;6.17529;-0.717368;-0.609892;-0.336536;-0.0126025;-0.706243;-0.694972;-0.125438;-0.0499984;0.46287;0.46287;0.973338;0.184347;0.125956;0.0525729
ID;5180;0.518252;1.48951;6.19316;0.492952;1.11302;5.85192;-0.718466;-0.646683;-0.20298;-0.156226;-0.848699;-0.472824;-0.235503;-0.026185;0.511908;0.511908;0.967422;0.177654;0.170098;0.0600021
ID;5181;0.453204;1.20603;5.9905;0.892517;1.38074;5.65216;-0.820979;-0.528141;-0.206637;-0.0660338;-0.76443;-0.460814;-0.439537;-0.10052;0.503974;0.503974;0.968419;0.22555;0.10487;0.0171554
ID;5182;0.851809;0.907986;5.72858;0.917468;1.585;6.21794;-0.888799;-0.334519;-0.283601;-0.133057;-0.639288;-0.627864;-0.335991;-0.290186;0.844694;0.844694;0.912129;0.306599;0.238523;0.130857
ID;5183;0.604336;1.43688;5.75171;0.593117;1.49183;5.89658;-0.752333;-0.554892;-0.354031;-0.0274194;-0.730555;-0.598835;-0.319305;-0.0757032;0.154214;0.154214;0.997029;0.0717492;0.0270979;0.00717153
ID;5184;0.177723;1.27827;6.23463;0.780088;1.79288;5.61947;-0.800938;-0.592689;-0.0673441;-0.0517995;-0.623338;-0.586261;-0.516169;-0.0363094;0.975597;0.975597;0.883367;0.362593;0.269653;0.124405
ID;5185;0.173648;1.24046;6.1893;0.234718;0.81993;6.11945;-0.813098;-0.57603;-0.0775155;-0.0324459;-0.916557;-0.390693;-0.0788822;-0.0325452;0.425325;0.425325;0.977472;0.210255;0.0184297;0.000837855
ID;5186;1.12246;1.24307;5.98273;0.494275;0.902981;5.92548;-0.74528;-0.441028;-0.380195;-0.324814;-0.897701;-0.397314;-0.180292;-0.0613942;0.737643;0.737643;0.932753;0.30891;0.174287;0.0645806
ID;5187;1.02296;1.41938;6.08277;1.02217;1.62998;5.91707;-0.69531;-0.533451;-0.374181;-0.303253;-0.649305;-0.559329;-0.465538;-0.220973;0.267799;0.267799;0.991049;0.101027;0.0823105;0.0289961
ID;5188;0.789918;1.35226;5.76936;0.669575;1.65208;6.02493;-0.77258;-0.497463;-0.379644;-0.107335;-0.663511;-0.657541;-0.328989;-0.138415;0.405929;0.405929;0.979473;0.160695;0.121691;0.000552006
ID;5189;0.484688;1.4925;5.82379;0.502801;0.163982;5.853;-0.73418;-0.604649;-0.308696;-0.00928463;-0.995984;-0.0731481;-0.0368346;-0.0361781;0.621359;0.621359;0.952126;0.195755;0.170833;0.161096
ID;5190;1.22279;1.50056;6.01394;0.881496;0.975823;5.99568;-0.649922;-0.500745;-0.462779;-0.335696;-0.844642;-0.390958;-0.258666;-0.258501;0.627359;0.627359;0.951205;0.224571;0.201654;0.0641361
ID;5191;1.04124;1.27967;5.95017;0.982471;1.01898;5.76487;-0.752422;-0.461573;-0.378729;-0.278164;-0.849589;-0.356737;-0.332597;-0.200789;0.338322;0.338322;0.985726;0.107259;0.103659;0.0780639
ID;5192;0.485309;1.47525;5.88325;1.32922;1.73877;6.0424;-0.739393;-0.607722;-0.288053;-0.0315813;-0.552075;-0.540395;-0.539966;-0.334101;0.698262;0.698262;0.93967;0.336941;0.0510812;0.0296849
ID;5193;1.15078;1.73527;5.89891;0.495245;0.619096;5.93436;-0.599722;-0.548934;-0.529658;-0.2418;-0.94992;-0.2779;-0.12478;-0.0696701;0.935127;0.935127;0.892669;0.332851;0.246018;0.178402
ID;5194;1.12097;1.26668;5.98108;0.893024;0.982626;5.73043;-0.739432;-0.448234;-0.386473;-0.320882;-0.868984;-0.35379;-0.312111;-0.149287;0.493913;0.493913;0.969661;0.171623;0.151663;0.0854498
ID;5195;0.463563;1.53732;6.0021;0.911101;0.425502;5.65685;-0.715851;-0.647544;-0.252892;-0.0654943;-0.967563;-0.151775;-0.146794;-0.138703;0.437756;0.437756;0.976142;0.207724;0.0569095;0.027562
ID;5196;1.27771;1.39549;6.06356;1.39569;1.59696;6.14732;-0.661532;-0.470688;-0.43732;-0.386755;-0.563875;-0.516336;-0.496465;-0.411053;0.250839;0.250839;0.992145;0.0884129;0.0756163;0.0459676
ID;5197;0.676189;1.10704;5.7976;0.183898;1.54475;6.27149;-0.84682;-0.439458;-0.288478;-0.0809473;-0.713601;-0.694505;-0.0681376;-0.0615944;0.72991;0.72991;0.93414;0.26227;0.177308;0.164801
ID;5198;0.831163;1.21573;5.98244;0.360248;1.30183;6.19711;-0.792169;-0.482067;-0.306244;-0.21516;-0.788065;-0.590891;-0.134098;-0.108714;0.46069;0.46069;0.973588;0.209841;0.083745;0.032873
ID;5199;0.722332;1.3466;5.91556;0.532449;1.63668;5.9598;-0.769505;-0.533238;-0.323259;-0.137922;-0.679702;-0.66419;-0.302938;-0.0713111;0.34721;0.34721;0.984968;0.167385;0.0401887;0.014296
ID;5200;0.738477;1.60789;5.99067;0.00933448;1.53962;6.27821;-0.676693;-0.62652;-0.354985;-0.153441;-0.718042;-0.695981;-0.00497874;-0.00156608;0.785042;0.785042;0.923948;0.357336;0.134826;0.0213059
ID;5201;0.744887;1.21587;5.79672;0.353264;0.899513;6.02027;-0.813988;-0.466295;-0.329858;-0.105765;-0.899634;-0.414276;-0.131833;-0.0406666;0.463609;0.463609;0.973253;0.214295;0.0817502;0.013132
ID;5202;0.471158;1.18663;6.1812;0.730242;1.05277;5.89566;-0.815008;-0.53631;-0.15804;-0.152174;-0.851966;-0.425967;-0.266397;-0.14744;0.318487;0.318487;0.987348;0.0967232;0.0925134;0.0850337
ID;5203;0.733089;1.31994;6.09203;1.24235;1.6286;6.18537;-0.761186;-0.548784;-0.273348;-0.211455;-0.577021;-0.569994;-0.451654;-0.371702;0.608441;0.608441;0.954081;0.269521;0.111112;0.0688665
ID;5204;0.974283;0.929762;5.89913;0.784418;0.839636;5.54751;-0.855232;-0.348833;-0.281608;-0.259983;-0.912892;-0.295426;-0.280815;-0.0222511;0.502094;0.502094;0.968653;0.23307;0.0859602;0.000951591
ID;5205;1.05583;0.862549;5.77661;0.665865;1.3217;6.00059;-0.874391;-0.296829;-0.294348;-0.246357;-0.775019;-0.546053;-0.280288;-0.150367;0.572565;0.572565;0.9593;0.272207;0.0729353;0.0180799
ID;5206;0.395867;0.948223;6.09864;0.900883;1.1865;5.89831;-0.884737;-0.437458;-0.13064;-0.0938332;-0.801685;-0.447455;-0.335158;-0.211552;0.502047;0.502047;0.968659;0.242353;0.0489886;0.0237811
ID;5207;1.29758;1.35987;6.03301;1.21515;1.68547;6.00494;-0.673394;-0.449679;-0.439435;-0.388877;-0.593736;-0.547857;-0.507016;-0.300441;0.337281;0.337281;0.985814;0.167075;0.0158215;0.00256655
ID;5208;0.496943;0.526476;5.86142;1.09752;1.346;6.06923;-0.96487;-0.233235;-0.115368;-0.0362849;-0.706882;-0.494053;-0.380073;-0.334326;1.00905;1.00905;0.875405;0.323073;0.264902;0.243138
ID;5209;0.842728;1.34917;5.95604;1.16967;1.52835;5.9156;-0.75516;-0.520736;-0.344856;-0.199103;-0.664672;-0.497412;-0.481001;-0.281834;0.369914;0.369914;0.982944;0.181741;0.0280834;0.00155263
ID;5210;0.875702;1.40212;5.63307;0.822216;1.75663;5.76201;-0.759304;-0.466244;-0.445732;-0.0860082;-0.631229;-0.602469;-0.478973;-0.0957373;0.380892;0.380892;0.98192;0.161673;0.0751464;0.0636248
ID;5211;0.958987;0.895523;5.78379;0.188943;1.41633;6.09973;-0.877723;-0.322856;-0.288459;-0.205325;-0.759554;-0.639198;-0.120412;-0.00208493;0.863625;0.863625;0.908209;0.339935;0.243982;0.00861837
ID;5212;0.525797;1.52864;6.00719;1.21531;1.61007;6.02442;-0.71623;-0.637175;-0.270067;-0.0899255;-0.615315;-0.533767;-0.484483;-0.318991;0.694342;0.694342;0.940339;0.336078;0.0523452;0.00859022
ID;5213;1.32996;1.52612;6.20833;1.04395;1.7949;5.75914;-0.585023;-0.527537;-0.446511;-0.42436;-0.602655;-0.553544;-0.551999;-0.160289;0.574153;0.574153;0.959076;0.206007;0.168589;0.0965031
ID;5214;1.08926;1.54596;5.92986;0.30736;0.985686;6.16507;-0.667918;-0.524368;-0.461107;-0.257497;-0.87705;-0.462466;-0.0998957;-0.0832367;0.776624;0.776624;0.925549;0.341297;0.122361;0.109098
ID;5215;0.592207;1.64112;5.86326;1.13638;1.28853;6.08137;-0.679284;-0.639837;-0.354601;-0.0586591;-0.713827;-0.47111;-0.372546;-0.360161;0.698928;0.698928;0.939556;0.242576;0.202749;0.131466
ID;5216;0.812808;1.01199;5.96278;1.17948;1.52477;5.92321;-0.848317;-0.408936;-0.260163;-0.213179;-0.663326;-0.495953;-0.480649;-0.288107;0.622255;0.622255;0.951989;0.24726;0.176978;0.0354728
ID;5217;0.589452;1.6281;5.9297;1.12709;1.17649;5.99902;-0.681786;-0.647753;-0.330232;-0.0808159;-0.759116;-0.422395;-0.359862;-0.340331;0.71082;0.71082;0.937504;0.287042;0.180978;0.0770713
ID;5218;1.02439;1.62675;6.12375;1.01397;0.808932;5.74652;-0.623794;-0.602995;-0.405412;-0.287958;-0.893257;-0.281058;-0.275446;-0.217319;0.897765;0.897765;0.900933;0.372094;0.173807;0.140207
ID;5219;0.987826;1.38444;5.84553;0.60036;0.282147;5.75547;-0.740887;-0.482881;-0.417356;-0.209109;-0.989413;-0.118827;-0.0751683;-0.0359535;1.01067;1.01067;0.875012;0.343318;0.319033;0.121262
ID;5220;0.891274;0.973039;5.89991;0.770897;1.24037;5.53286;-0.855604;-0.375781;-0.278197;-0.22212;-0.813728;-0.42102;-0.400648;-0.00837167;0.509243;0.509243;0.967759;0.207011;0.141106;0.0260485
