ID;ID;phi1A;PHIA;phi2A;phi1B;PHIB;phi2B;q0A;q1A;q2A;q3A;q0B;q1B;q2B;q3B;distanceAB
ID;5375;0.993195;1.48079;5.73326;0.581086;1.34809;5.97182;-0.720144;-0.483556;-0.470355;-0.162275;-0.774211;-0.563034;-0.269361;-0.105048;0.230539
ID;5376;0.369072;0.801509;5.92457;0.973882;1.73351;5.90078;-0.920754;-0.364574;-0.138829;-0.00481272;-0.619202;-0.59358;-0.478185;-0.188655;0.547495
ID;5377;0.782176;1.45429;5.97723;0.868846;1.32925;5.70317;-0.725998;-0.568758;-0.34408;-0.176212;-0.778954;-0.46188;-0.408734;-0.113282;0.149698
ID;5378;1.19222;1.33327;5.90646;0.194891;1.48986;6.22508;-0.721475;-0.437643;-0.43683;-0.311645;-0.733415;-0.672505;-0.0855256;-0.0502405;0.502305
ID;5379;0.974515;0.620264;5.72616;0.608358;0.953734;5.84598;-0.931621;-0.219992;-0.211521;-0.197344;-0.885186;-0.397691;-0.229174;-0.075936;0.221325
ID;5380;0.684325;0.593149;5.85194;1.0314;1.55843;6.12492;-0.948697;-0.24795;-0.154688;-0.120694;-0.644735;-0.582025;-0.393783;-0.300831;0.54872
ID;5381;0.745231;1.57976;5.84971;0.727105;1.34117;5.55838;-0.695395;-0.590448;-0.394784;-0.109284;-0.783458;-0.464757;-0.412546;-0.000900757;0.189003
ID;5382;0.520391;1.5262;6.00708;0.741003;0.821006;5.96359;-0.717313;-0.637075;-0.268035;-0.0880545;-0.896641;-0.344261;-0.201846;-0.191774;0.366796
ID;5383;0.346784;1.39073;6.21955;1.17983;1.22921;6.02548;-0.760139;-0.627223;-0.130552;-0.108339;-0.731691;-0.433988;-0.379688;-0.363483;0.409445
ID;5384;0.662617;1.33404;5.83646;0.915119;1.27183;6.04866;-0.781096;-0.525895;-0.32582;-0.0846434;-0.758394;-0.498465;-0.322901;-0.268526;0.187596
ID;5385;0.428174;0.456191;5.95818;0.695291;1.66049;5.75801;-0.972803;-0.210277;-0.0831569;-0.0502262;-0.672256;-0.604881;-0.422974;-0.057318;0.610752
ID;5386;0.904055;1.28987;5.82292;0.867909;1.01918;5.78812;-0.779547;-0.466616;-0.379005;-0.175873;-0.857819;-0.378859;-0.307302;-0.161795;0.138558
ID;5387;0.644603;1.26348;5.90996;0.340613;1.19195;6.20242;-0.799584;-0.515711;-0.287731;-0.109167;-0.820627;-0.548903;-0.117389;-0.107224;0.175051
ID;5388;0.979178;1.26641;5.9787;0.670889;1.59474;5.66128;-0.760697;-0.473978;-0.354249;-0.266818;-0.698382;-0.571171;-0.430968;-0.0171085;0.286585
ID;5389;0.757412;0.94132;6.01392;0.782902;1.54823;6.19418;-0.864854;-0.395026;-0.222696;-0.215381;-0.672433;-0.633698;-0.295205;-0.243136;0.317589
ID;5390;1.09402;1.42699;6.09799;0.484404;0.722945;5.99739;-0.679351;-0.525109;-0.390647;-0.331871;-0.930769;-0.32775;-0.13285;-0.0927327;0.47978
ID;5391;0.455746;1.18415;5.84513;0.595594;0.598058;5.74662;-0.829751;-0.503277;-0.241189;-0.00734007;-0.955207;-0.248639;-0.157998;-0.0282012;0.297637
ID;5392;0.322101;0.558787;6.04723;1.00357;1.25443;6.04299;-0.960331;-0.265107;-0.0759542;-0.0413881;-0.751401;-0.477015;-0.341903;-0.301588;0.48106
ID;5393;0.919456;1.5411;6.00388;0.482669;1.30504;6.06633;-0.681084;-0.575116;-0.392934;-0.225763;-0.787547;-0.57043;-0.208068;-0.105293;0.245658
ID;5394;0.565695;1.49155;6.20768;0.783823;1.59699;6.04432;-0.71261;-0.643966;-0.213833;-0.178241;-0.672043;-0.624681;-0.350524;-0.187788;0.144324
ID;5395;0.453698;1.53863;5.83313;1.17084;1.19942;5.99886;-0.718385;-0.625822;-0.303757;-0.00130817;-0.745723;-0.421486;-0.375365;-0.354045;0.417823
ID;5396;0.638887;0.835678;5.72644;0.732696;1.33802;6.13431;-0.913197;-0.33541;-0.228392;-0.0375284;-0.751251;-0.560929;-0.264612;-0.225747;0.338999
ID;5397;0.823069;1.45045;5.59058;0.205907;1.54396;6.17134;-0.746758;-0.481773;-0.455924;-0.0487808;-0.715738;-0.68877;-0.110361;-0.0336847;0.407097
ID;5398;0.290348;0.93509;6.10969;1.00909;1.36816;5.97389;-0.891154;-0.438629;-0.103592;-0.0521245;-0.728043;-0.499556;-0.387062;-0.265671;0.397936
ID;5399;0.695899;1.63208;5.79856;0.702496;1.46054;5.76924;-0.681292;-0.605184;-0.405433;-0.0722391;-0.741688;-0.547441;-0.381168;-0.0701316;0.0870622
ID;5400;0.328628;1.38599;5.98287;0.161515;0.524185;6.16785;-0.769259;-0.607516;-0.197604;-0.0108906;-0.965593;-0.256624;-0.0357523;-0.022298;0.437058
ID;5401;0.186299;1.27539;6.13324;0.979384;1.25528;6.05437;-0.803337;-0.586952;-0.0996197;-0.0146038;-0.753083;-0.483303;-0.333561;-0.296682;0.386545
ID;5402;0.71215;0.198563;5.66534;0.817389;1.577;5.95343;-0.99397;-0.0779983;-0.0611619;-0.0469024;-0.684062;-0.595786;-0.384889;-0.170172;0.710664
ID;5403;0.302361;1.05141;6.08895;0.894966;1.35028;5.68826;-0.863707;-0.486433;-0.123325;-0.0467416;-0.771852;-0.459457;-0.423711;-0.116671;0.324354
ID;5404;1.08396;1.60301;6.20054;0.784989;0.537284;5.5134;-0.610251;-0.599615;-0.395682;-0.333903;-0.964104;-0.18918;-0.186173;-0.00732948;0.67949
ID;5405;0.372178;0.173541;5.95607;0.504694;1.35458;5.98631;-0.995985;-0.0814181;-0.0296871;-0.0224461;-0.775072;-0.577021;-0.244495;-0.080828;0.595243
ID;5406;0.357663;0.752193;5.99937;0.358536;1.10303;5.96657;-0.929472;-0.348562;-0.115796;-0.0343336;-0.851545;-0.494403;-0.173543;-0.0178493;0.17615
ID;5407;0.53848;0.746943;5.92299;1.04602;1.42668;5.9578;-0.927369;-0.328633;-0.158479;-0.0828896;-0.707622;-0.506462;-0.414353;-0.266607;0.426469
ID;5408;0.556417;1.44992;6.13908;0.589711;0.834765;5.79571;-0.732676;-0.622844;-0.227542;-0.153221;-0.912959;-0.347982;-0.207925;-0.0467108;0.347844
ID;5409;0.205426;0.779812;6.09554;0.36002;1.53187;5.9247;-0.924908;-0.372784;-0.0742232;-0.00822349;-0.720733;-0.648957;-0.243717;-0.000551649;0.385456
ID;5410;0.426662;1.57491;6.09756;0.577155;0.996476;5.78672;-0.700532;-0.675614;-0.213549;-0.0848381;-0.877711;-0.410663;-0.244385;-0.0354319;0.325446
ID;5411;0.621442;1.0684;5.90665;1.10887;1.48701;6.16184;-0.854231;-0.447071;-0.243649;-0.105129;-0.64818;-0.552808;-0.390586;-0.348868;0.369018
ID;5412;1.02786;1.1567;5.99628;1.17689;1.60254;6.19189;-0.780553;-0.43272;-0.334026;-0.303178;-0.595788;-0.578619;-0.425519;-0.359402;0.259488
ID;5413;0.837352;1.14279;5.77467;1.05782;1.54855;6.25292;-0.829805;-0.422906;-0.337075;-0.137677;-0.622625;-0.598251;-0.361905;-0.351367;0.348092
ID;5414;0.0488842;1.35812;6.25274;0.490168;0.999312;6.11201;-0.778131;-0.627568;-0.0249055;-0.00717397;-0.866607;-0.453167;-0.155562;-0.139403;0.270639
ID;5415;0.211337;1.17206;6.16007;1.09666;1.26997;5.82037;-0.832331;-0.545345;-0.0920547;-0.03674;-0.764988;-0.421797;-0.41705;-0.250899;0.416878
ID;5416;1.05148;1.43511;5.87755;1.2744;1.58449;6.22876;-0.714472;-0.490618;-0.437789;-0.23909;-0.575603;-0.560488;-0.438974;-0.402289;0.225872
ID;5417;1.05687;1.36452;5.87468;0.987029;0.829788;5.75657;-0.735722;-0.468735;-0.421754;-0.247232;-0.891016;-0.293057;-0.27677;-0.20882;0.27925
ID;5418;0.571504;1.54377;5.91271;0.962882;1.2692;5.84234;-0.712981;-0.621545;-0.316496;-0.0719086;-0.778032;-0.452728;-0.38277;-0.207823;0.236337
ID;5419;1.01854;1.2633;5.8573;0.779908;1.46676;5.90158;-0.771877;-0.443063;-0.390334;-0.235671;-0.728231;-0.559638;-0.367263;-0.146976;0.154731
ID;5420;0.377315;1.18233;6.12054;0.811277;1.34903;5.63283;-0.825514;-0.537139;-0.148647;-0.0889462;-0.778484;-0.465034;-0.416853;-0.0627711;0.283848
ID;5421;0.528188;1.44003;6.1673;1.09696;1.37972;6.1478;-0.735878;-0.625497;-0.208699;-0.153888;-0.683891;-0.519386;-0.367803;-0.356724;0.284541
ID;5422;0.506833;0.424337;5.91497;0.866674;1.14497;5.90397;-0.975229;-0.190744;-0.0892221;-0.0677024;-0.815713;-0.439969;-0.316057;-0.202848;0.399227
ID;5423;0.890863;1.48052;5.69123;0.586735;1.23254;5.71538;-0.730063;-0.497441;-0.455495;-0.109931;-0.816003;-0.484336;-0.315434;-0.00772438;0.194265
ID;5424;1.03621;1.51579;5.86366;0.829632;1.6287;5.85133;-0.69203;-0.513205;-0.457309;-0.220415;-0.67281;-0.587344;-0.428911;-0.135606;0.117818
ID;5425;0.827393;0.834613;5.80105;0.979293;1.42088;6.08125;-0.900596;-0.321481;-0.246816;-0.157033;-0.701531;-0.541689;-0.363172;-0.287287;0.346143
ID;5426;0.822236;1.49347;5.8239;0.69385;0.589857;5.79177;-0.721859;-0.544511;-0.406058;-0.132455;-0.951926;-0.241104;-0.162354;-0.0966799;0.457475
ID;5427;0.310356;1.30487;6.23973;0.817467;1.59082;5.58118;-0.787544;-0.597646;-0.106844;-0.105726;-0.698826;-0.517773;-0.491856;-0.0403903;0.411247
ID;5428;1.13329;1.45675;5.95557;0.812569;1.64496;5.74013;-0.686519;-0.495831;-0.444133;-0.292555;-0.674238;-0.57084;-0.459552;-0.0914139;0.215995
ID;5429;0.80374;1.4346;5.5959;0.242543;0.716929;6.10609;-0.752307;-0.482982;-0.445914;-0.0438534;-0.935935;-0.343142;-0.0730738;-0.0306367;0.442297
ID;5430;0.869888;0.854304;5.62845;0.589394;1.64167;5.75545;-0.904888;-0.299625;-0.286099;-0.0977236;-0.681286;-0.620507;-0.387787;-0.0210105;0.414281
ID;5431;0.913046;1.42456;5.86797;0.787921;1.44555;5.97227;-0.733547;-0.514649;-0.40284;-0.186457;-0.728744;-0.564119;-0.345412;-0.17718;0.0765323
ID;5432;0.48931;1.30828;6.14955;0.841953;1.34846;5.73755;-0.781057;-0.579198;-0.186473;-0.140385;-0.772629;-0.479976;-0.399211;-0.115318;0.236777
ID;5433;1.25113;1.57922;6.06988;0.434217;1.58549;6.17301;-0.611431;-0.528081;-0.474703;-0.349199;-0.692701;-0.686058;-0.191496;-0.113224;0.412119
ID;5434;0.653847;1.01902;5.80192;0.738795;0.862895;5.74118;-0.869734;-0.411281;-0.262202;-0.0752382;-0.903968;-0.335325;-0.249873;-0.0892341;0.0854019
ID;5435;0.603924;0.613042;5.75122;0.654701;1.50826;5.73982;-0.952772;-0.254373;-0.162307;-0.0342971;-0.727739;-0.565442;-0.38604;-0.0405522;0.44815
ID;5436;0.89458;0.678605;5.69663;0.647368;0.452332;5.81015;-0.931825;-0.245657;-0.224563;-0.144658;-0.970834;-0.189967;-0.119153;-0.0848368;0.139082
ID;5437;0.344198;1.5073;6.09253;0.809501;0.619482;5.70986;-0.727048;-0.659981;-0.180829;-0.0559252;-0.94578;-0.23481;-0.194357;-0.112206;0.486407
ID;5438;1.33925;1.38819;6.09253;0.914053;1.7838;5.81469;-0.645326;-0.461481;-0.442986;-0.417556;-0.612417;-0.599602;-0.49616;-0.138735;0.318726
ID;5439;1.3288;1.50313;6.15504;0.76765;1.65964;5.90836;-0.602873;-0.509489;-0.454547;-0.412738;-0.662032;-0.620668;-0.398915;-0.131729;0.314215
ID;5440;0.469776;1.2832;5.83507;0.522451;1.10502;6.13949;-0.801091;-0.536548;-0.26513;-0.0086745;-0.835991;-0.495983;-0.171591;-0.160239;0.186239
ID;5441;0.691439;1.58895;6.06865;0.971618;1.1484;5.70308;-0.680833;-0.641536;-0.312265;-0.165493;-0.823591;-0.387719;-0.380395;-0.163313;0.300207
ID;5442;0.500394;1.34352;6.06004;0.265341;0.913776;6.18518;-0.775217;-0.582082;-0.220275;-0.108157;-0.894291;-0.433897;-0.0797069;-0.074997;0.239309
ID;5443;1.07829;1.55746;5.81178;0.688003;1.03035;5.64745;-0.679285;-0.501869;-0.491386;-0.212692;-0.86991;-0.388653;-0.302801;-0.0227399;0.34934
ID;5444;1.14648;1.18248;5.93522;1.08326;1.57632;5.9429;-0.764953;-0.40889;-0.378805;-0.322744;-0.65705;-0.536903;-0.463139;-0.255972;0.19933
ID;5445;0.896075;1.49133;6.13045;0.298776;0.912362;6.1041;-0.684476;-0.587292;-0.339703;-0.266801;-0.896134;-0.428008;-0.104256;-0.0536922;0.416552
ID;5446;1.402;1.66446;6.15715;0.630528;1.7064;5.82783;-0.540804;-0.533916;-0.511561;-0.400962;-0.655056;-0.645045;-0.389244;-0.0575205;0.400563
ID;5447;0.312236;0.871934;6.03956;0.529263;1.68347;5.77252;-0.905929;-0.406082;-0.11586;-0.0310926;-0.66614;-0.647233;-0.370551;-0.00619411;0.428884
ID;5448;0.475541;1.38535;5.93916;0.573264;1.70115;5.71497;-0.767876;-0.585728;-0.254424;-0.0505673;-0.659549;-0.632523;-0.406087;-0.00166537;0.198613
ID;5449;0.671128;1.65648;5.98167;0.452787;1.08482;6.00691;-0.664659;-0.651323;-0.344336;-0.124252;-0.853133;-0.482283;-0.184032;-0.0754902;0.304777
ID;5450;0.770659;1.59937;6.02427;0.7836;0.543967;5.6106;-0.674244;-0.624192;-0.353083;-0.176385;-0.961756;-0.200527;-0.178767;-0.0534406;0.562036
ID;5451;0.806468;1.22144;5.62258;0.818457;1.33131;5.95646;-0.817059;-0.425969;-0.38393;-0.0596937;-0.76286;-0.519071;-0.334607;-0.191436;0.177417
ID;5452;1.0025;1.61911;5.8241;1.15208;1.3777;5.88893;-0.664514;-0.539107;-0.483229;-0.185131;-0.717221;-0.454934;-0.443941;-0.285562;0.146737
ID;5453;0.830337;0.994783;5.95416;0.376801;1.34265;6.14545;-0.851367;-0.399188;-0.261355;-0.217982;-0.777412;-0.601551;-0.158267;-0.0933722;0.270219
ID;5454;0.479128;1.04421;6.00781;0.847102;1.58457;5.67645;-0.862277;-0.463637;-0.183706;-0.0881513;-0.697155;-0.531995;-0.473146;-0.0841937;0.341852
ID;5455;0.676668;1.47057;6.00069;0.848369;1.74965;5.65734;-0.727284;-0.595124;-0.30951;-0.145224;-0.637166;-0.56822;-0.515827;-0.0711875;0.239092
ID;5456;0.72206;1.16949;6.11614;0.844438;1.51498;5.96067;-0.801951;-0.498336;-0.237386;-0.22844;-0.701962;-0.573422;-0.378543;-0.187461;0.193278
ID;5457;0.837807;1.00165;5.74565;0.426525;1.06698;5.90938;-0.86732;-0.371022;-0.304769;-0.131202;-0.860739;-0.468364;-0.198112;-0.022695;0.180991
ID;5458;0.352877;1.02072;6.14017;0.261123;1.33204;6.24269;-0.86777;-0.473551;-0.119881;-0.0913935;-0.781508;-0.610848;-0.0928249;-0.0865644;0.164645
ID;5459;0.593351;1.54297;5.83627;1.09602;1.13347;5.83226;-0.714956;-0.604996;-0.346507;-0.0524395;-0.800153;-0.384131;-0.375076;-0.267425;0.322448
ID;5460;0.482805;1.59017;6.13633;0.581389;1.21946;6.07877;-0.69037;-0.678832;-0.221069;-0.117068;-0.805284;-0.52901;-0.219248;-0.15361;0.192627
ID;5461;0.672715;1.29126;5.85729;0.187289;1.47018;6.22711;-0.792647;-0.513184;-0.314144;-0.0983206;-0.740173;-0.665696;-0.0814057;-0.0486301;0.288489
ID;5462;0.122827;1.12382;6.16615;0.985446;1.56759;5.97691;-0.846236;-0.528976;-0.0637478;-0.002449;-0.667796;-0.563775;-0.424915;-0.235911;0.471251
ID;5463;0.406286;1.38525;6.0507;0.834289;1.72808;5.63021;-0.76667;-0.606264;-0.200498;-0.0667905;-0.646704;-0.559719;-0.514812;-0.0587907;0.341385
ID;5464;0.382819;0.997206;6.06303;0.771359;1.69831;5.5298;-0.875348;-0.45663;-0.141997;-0.0713505;-0.66059;-0.542923;-0.518478;-0.00593679;0.45055
ID;5465;0.149193;0.869803;6.1957;0.685853;0.664851;5.7593;-0.90648;-0.418375;-0.0497419;-0.027979;-0.942155;-0.268437;-0.185572;-0.0764692;0.211475
ID;5466;0.878056;1.4729;6.18191;0.925461;0.863536;5.83794;-0.68568;-0.592734;-0.315904;-0.280561;-0.882172;-0.323983;-0.264873;-0.215984;0.344647
ID;5467;0.825159;1.46906;5.7494;0.810838;1.26614;5.90638;-0.734284;-0.521381;-0.421167;-0.107737;-0.787304;-0.490343;-0.331033;-0.17359;0.127504
ID;5468;0.537558;0.808265;5.90761;1.11165;1.11388;5.96313;-0.91643;-0.352945;-0.173359;-0.074387;-0.783251;-0.398839;-0.346894;-0.327277;0.33913
ID;5469;1.06185;1.00018;5.80057;0.971802;1.44116;5.91735;-0.840992;-0.343495;-0.334568;-0.250616;-0.717196;-0.517666;-0.409128;-0.224201;0.228351
ID;5470;0.804905;1.25888;5.75613;1.11244;1.5768;5.96047;-0.80057;-0.462894;-0.363712;-0.111939;-0.650731;-0.534333;-0.466359;-0.271193;0.252571
ID;5471;0.347711;1.57245;6.16108;0.733134;1.07272;6.02277;-0.702032;-0.688254;-0.164717;-0.0795291;-0.835676;-0.449241;-0.243543;-0.201283;0.311133
ID;5472;0.226123;1.46276;6.16656;0.946553;1.40252;6.00044;-0.743137;-0.658115;-0.113902;-0.040726;-0.722333;-0.527096;-0.372057;-0.248955;0.359141
ID;5473;0.513476;1.55252;6.04126;0.517435;1.1957;6.06293;-0.706971;-0.651234;-0.258376;-0.096584;-0.817441;-0.525009;-0.202936;-0.122363;0.178772
ID;5474;0.494927;1.1024;5.82172;0.720502;1.22454;6.11603;-0.851778;-0.464963;-0.240999;-0.0142529;-0.787224;-0.519043;-0.246789;-0.223536;0.226147
ID;5475;0.47751;1.02249;5.82185;0.569018;1.05272;6.0761;-0.872107;-0.436339;-0.22133;-0.00705097;-0.850523;-0.465034;-0.190097;-0.155617;0.156161
ID;5476;0.909008;1.46289;5.63989;0.676295;1.2319;5.82775;-0.737651;-0.476657;-0.467922;-0.0985826;-0.811253;-0.48768;-0.30975;-0.0899522;0.175243
ID;5477;0.748592;1.41327;6.16066;0.910043;1.28524;5.77411;-0.723592;-0.588657;-0.273941;-0.234209;-0.784496;-0.454652;-0.39044;-0.159419;0.202415
ID;5478;1.05683;1.40617;6.00162;0.799554;1.04872;5.80861;-0.706252;-0.507123;-0.401107;-0.288355;-0.854242;-0.402452;-0.29781;-0.140041;0.256681
ID;5479;0.659502;1.43778;5.68728;0.809142;0.974311;5.60046;-0.752157;-0.533015;-0.386759;-0.0239245;-0.881903;-0.343809;-0.317689;-0.0558184;0.242296
ID;5480;1.09202;1.53654;6.12112;1.01468;1.58344;5.80525;-0.642766;-0.562701;-0.407728;-0.322454;-0.677472;-0.52243;-0.483101;-0.186308;0.164634
ID;5481;0.680592;1.24587;6.1033;0.354087;1.29804;6.13522;-0.786849;-0.530254;-0.243338;-0.201213;-0.792448;-0.585464;-0.150134;-0.0819604;0.161382
ID;5482;0.804615;0.995444;5.70257;0.589508;1.13576;5.70908;-0.873167;-0.367417;-0.30486;-0.0982074;-0.843019;-0.449353;-0.295565;-0.00649065;0.127053
ID;5483;0.756779;1.06811;5.8662;0.805952;1.80496;5.70541;-0.848358;-0.423851;-0.281883;-0.145535;-0.615637;-0.604392;-0.500724;-0.0705427;0.376749
ID;5484;0.822069;1.70893;5.60231;0.420409;0.645049;5.89107;-0.654986;-0.551098;-0.514917;-0.0463182;-0.948343;-0.291163;-0.125257;-0.0134162;0.56099
ID;5485;0.804463;0.750222;5.70874;0.958427;1.63493;5.94645;-0.92432;-0.282693;-0.233058;-0.106777;-0.651289;-0.58174;-0.440026;-0.209233;0.470491
ID;5486;0.592759;1.62366;5.82913;0.690856;1.72136;5.74543;-0.686518;-0.628412;-0.362655;-0.0476865;-0.650012;-0.619652;-0.43707;-0.0498557;0.0834016
ID;5487;0.70921;0.930052;5.863;0.738491;1.20112;5.6397;-0.884493;-0.378825;-0.239991;-0.128717;-0.824088;-0.43548;-0.360142;-0.0391743;0.17142
ID;5488;0.600595;1.03499;6.03303;0.721703;1.37947;5.75848;-0.855754;-0.450619;-0.204145;-0.1515;-0.767676;-0.51671;-0.37139;-0.0758601;0.214462
ID;5489;0.425279;0.262668;5.95443;0.484817;0.272897;5.90721;-0.990234;-0.121759;-0.0482112;-0.0478299;-0.989239;-0.12362;-0.0567542;-0.0538874;0.0106831
ID;5490;0.636651;0.616905;5.78771;0.633392;0.602532;5.80944;-0.950432;-0.256231;-0.162816;-0.067202;-0.951921;-0.252414;-0.155999;-0.0761468;0.01197
ID;5491;0.582124;1.03661;6.11534;0.32078;1.59057;6.15388;-0.850092;-0.460983;-0.181448;-0.178649;-0.696877;-0.696056;-0.159343;-0.06692;0.303999
ID;5492;0.313861;1.34489;6.15351;0.584643;1.48925;5.72481;-0.778987;-0.607644;-0.13701;-0.0719416;-0.735278;-0.570002;-0.366566;-0.00965899;0.245365
ID;5493;1.22685;1.69809;6.07736;0.300868;1.29285;5.99143;-0.576457;-0.566152;-0.492895;-0.322836;-0.798234;-0.576087;-0.175878;-0.00363904;0.507083
ID;5494;0.421251;0.948074;6.10944;0.906519;1.01958;5.7728;-0.882928;-0.43643;-0.133808;-0.109826;-0.855781;-0.370569;-0.317519;-0.171754;0.20691
ID;5495;0.83525;1.55152;6.16511;0.514765;1.04947;5.80666;-0.668481;-0.622202;-0.321291;-0.25054;-0.8653;-0.440694;-0.238268;-0.0165445;0.367203
ID;5496;0.704075;1.3971;6.0543;0.529416;0.667063;5.87296;-0.744261;-0.574398;-0.289236;-0.180236;-0.943215;-0.29191;-0.148215;-0.0562773;0.395815
ID;5497;1.21779;1.31358;6.03846;0.596117;1.24279;5.98152;-0.700057;-0.454475;-0.40775;-0.370287;-0.804272;-0.524493;-0.252642;-0.119274;0.32206
ID;5498;1.0189;1.50669;5.98199;0.75967;1.76423;5.74515;-0.682941;-0.5404;-0.419449;-0.256169;-0.631623;-0.615179;-0.466548;-0.0702831;0.212526
ID;5499;1.22108;1.40941;6.0623;0.671633;1.52634;6.10473;-0.668509;-0.486608;-0.427633;-0.365291;-0.70079;-0.62971;-0.285031;-0.176396;0.279362
ID;5500;0.668559;1.77488;5.70876;0.783575;0.772483;5.82425;-0.6307;-0.630456;-0.451509;-0.0297078;-0.914155;-0.306321;-0.219266;-0.149704;0.509216
ID;5501;0.884223;0.742417;5.84222;0.486484;0.864062;6.05428;-0.909096;-0.285986;-0.223145;-0.204848;-0.900597;-0.392214;-0.1466;-0.116631;0.158273
ID;5502;0.757239;1.3674;5.8368;0.372088;1.5032;5.96273;-0.765895;-0.52069;-0.357608;-0.120011;-0.730354;-0.642279;-0.231742;-0.0188579;0.205597
ID;5503;0.520823;0.614063;5.98126;0.696296;1.58803;5.5888;-0.947531;-0.277016;-0.120852;-0.104123;-0.700989;-0.547599;-0.456891;-0.000669998;0.513179
ID;5504;1.11733;1.56124;5.90919;0.31632;0.456352;5.98016;-0.661969;-0.51698;-0.477445;-0.258022;-0.974059;-0.215442;-0.0689339;-0.00647652;0.658749
ID;5505;0.867984;1.04035;5.79259;0.372389;0.739227;6.00754;-0.852329;-0.386702;-0.312256;-0.162768;-0.931376;-0.342457;-0.115015;-0.0450879;0.247529
ID;5506;0.911895;0.621404;5.63225;0.574785;1.48421;5.74358;-0.944026;-0.217041;-0.215319;-0.123879;-0.736935;-0.573613;-0.35739;-0.0129622;0.453906
ID;5507;0.622845;1.63175;5.89237;0.37585;0.277552;5.98273;-0.680626;-0.636765;-0.353534;-0.0793197;-0.989682;-0.130497;-0.0458905;-0.0373263;0.68268
ID;5508;0.150771;0.462082;6.18251;0.169973;1.17166;6.15953;-0.973123;-0.227183;-0.0287143;-0.0243775;-0.833029;-0.546944;-0.080882;-0.0192942;0.354876
ID;5509;0.860146;0.909621;5.67182;1.12916;1.18369;5.99024;-0.891403;-0.325658;-0.294829;-0.111459;-0.758424;-0.422703;-0.3641;-0.336968;0.288671
ID;5510;0.472709;0.451738;5.89179;0.751312;1.37951;5.78352;-0.973795;-0.203374;-0.093777;-0.0396134;-0.765303;-0.515873;-0.372579;-0.0968037;0.475776
ID;5511;0.987902;1.75437;5.85656;1.18066;1.57267;6.25176;-0.614308;-0.584505;-0.499624;-0.177073;-0.59299;-0.581722;-0.403159;-0.383961;0.229788
ID;5512;0.541873;1.40423;6.06939;0.388229;1.07488;6.12729;-0.753229;-0.600281;-0.238254;-0.124679;-0.853231;-0.493111;-0.137568;-0.0995658;0.179837
ID;5513;0.481598;1.34626;5.95537;0.798346;1.84924;5.56519;-0.779565;-0.573073;-0.245476;-0.0600619;-0.601654;-0.579707;-0.548969;-0.0241841;0.355553
ID;5514;0.890221;0.867475;5.63653;0.670393;1.28983;5.81875;-0.900681;-0.302169;-0.29209;-0.110232;-0.794918;-0.506928;-0.32308;-0.082149;0.234763
ID;5515;0.524262;0.577956;5.79201;0.898018;1.34209;5.95933;-0.958404;-0.249025;-0.13855;-0.0158558;-0.751119;-0.509328;-0.35669;-0.221758;0.451836
ID;5516;0.631916;1.08924;5.65601;0.792624;1.67876;5.54688;-0.855321;-0.418774;-0.305043;-0.002028;-0.667661;-0.537149;-0.515117;-0.018806;0.307216
ID;5517;1.13683;1.47697;6.07106;0.471469;1.6008;6.08696;-0.661848;-0.525766;-0.420386;-0.329853;-0.689835;-0.678014;-0.235153;-0.095542;0.338023
ID;5518;0.792267;0.731045;5.58608;1.03016;1.15036;6.00958;-0.93288;-0.262823;-0.24225;-0.0444189;-0.779772;-0.432436;-0.330027;-0.309897;0.363092
ID;5519;1.16559;1.19889;5.95726;0.394948;1.03314;5.90918;-0.753946;-0.414436;-0.382817;-0.33654;-0.86947;-0.457844;-0.18525;-0.00910358;0.404597
ID;5520;0.720615;1.3962;6.1714;0.115008;1.45797;6.22515;-0.730843;-0.587891;-0.259861;-0.229617;-0.745547;-0.663623;-0.0575619;-0.0212431;0.301635
ID;5521;0.537417;0.812667;5.80953;0.346956;1.17802;6.19918;-0.918109;-0.345805;-0.191408;-0.029279;-0.824314;-0.542691;-0.118784;-0.109005;0.243899
ID;5522;0.766066;1.40112;6.03714;0.518687;1.60785;5.88391;-0.738786;-0.563847;-0.31248;-0.19654;-0.692651;-0.645557;-0.319024;-0.0414034;0.181676
ID;5523;0.876859;1.78839;5.71804;1.07284;1.57614;6.0614;-0.618557;-0.585672;-0.514713;-0.0971952;-0.642325;-0.56557;-0.427553;-0.291114;0.215288
ID;5524;0.679613;1.148;5.80268;0.458149;1.1898;6.19029;-0.835578;-0.454177;-0.297602;-0.0834598;-0.814432;-0.539287;-0.152462;-0.150415;0.18257
ID;5525;0.439162;0.381268;5.87223;0.58914;1.45431;6.13927;-0.981787;-0.17262;-0.0781371;-0.0138484;-0.728635;-0.620591;-0.23823;-0.164936;0.567235
ID;5526;0.604962;0.76631;5.95081;0.391097;0.628345;5.89854;-0.918889;-0.333536;-0.168868;-0.126018;-0.951047;-0.286074;-0.116881;-0.00306559;0.14541
ID;5527;0.391323;0.972051;5.95157;0.735455;1.28859;6.00573;-0.883802;-0.43693;-0.165194;-0.0263946;-0.778652;-0.525235;-0.291357;-0.181494;0.243142
ID;5528;0.664954;1.53037;5.70039;1.0404;1.31279;6.05236;-0.720644;-0.562187;-0.404648;-0.0296203;-0.728175;-0.491087;-0.362296;-0.311987;0.295414
