ID;ID;phi1A;PHIA;phi2A;u;v;w;randomAngle;eulRot[0];eulRot[1];eulRot[2]
ID;5933;0.649842;1.00425;5.65988;0.701989;0.659068;0.269891;0.832589;0.885419;1.80407;5.67074
ID;5934;0.39889;1.31666;6.00578;0.475392;0.48084;0.736746;0.459409;0.747072;1.6186;5.93878
ID;5935;0.101916;1.55907;6.20085;0.74255;0.666635;0.0649389;0.524992;0.0716558;1.98143;5.88194
ID;5936;0.231279;1.39215;6.06446;0.317415;0.630075;0.708698;0.92157;0.874629;1.94094;5.73286
ID;5937;1.08882;1.02396;5.94419;0.0633045;0.559507;0.826405;0.245247;1.31021;1.15725;5.90446
ID;5938;0.769601;1.75313;5.7044;0.835432;0.345526;0.427394;0.22159;0.888439;1.93471;5.79227
ID;5939;0.378517;0.302963;5.91999;0.739314;0.666029;0.0990959;0.970155;0.69185;1.25624;5.65945
ID;5940;0.204648;0.615138;6.08965;0.0499501;0.62663;0.777714;0.0139834;0.227392;0.617698;6.0751
ID;5941;0.801223;1.03136;5.99815;0.391996;0.639822;0.661035;0.462614;1.11835;1.37648;5.97556
ID;5942;0.220248;1.03699;6.21419;0.317056;0.316402;0.894072;0.419014;0.627569;1.21167;6.14132
ID;5943;0.723365;0.916492;5.83868;0.0861449;0.619842;0.779984;0.768994;1.41412;1.36072;5.65437
ID;5944;0.923929;1.30502;5.68311;0.448803;0.386492;0.80573;0.0240919;0.942508;1.31894;5.68636
ID;5945;0.592706;1.33599;6.04323;0.602967;0.360444;0.711696;0.641887;1.05478;1.76545;6.16793
ID;5946;0.771573;1.38656;5.78317;0.36059;0.459654;0.811599;0.690636;1.34046;1.78032;5.84245
ID;5947;0.492564;0.992469;5.94889;0.651237;0.574382;0.495959;0.710891;0.864507;1.60589;5.92114
ID;5948;0.316293;1.22866;6.09619;0.749811;0.614174;0.246118;0.539655;0.466503;1.72973;5.94523
ID;5949;1.09584;1.38587;5.83165;0.789083;0.196894;0.581876;0.138477;1.16339;1.45721;5.91976
ID;5950;1.18481;1.68538;6.05479;0.686921;0.0800493;0.72231;1.06168;2.08727;1.72335;0.49274
ID;5951;0.789178;0.892045;5.75185;0.625098;0.533829;0.569455;0.0522266;0.815758;0.934778;5.75703
ID;5952;0.774477;1.75164;5.60205;0.0467643;0.0522765;0.997537;0.620855;1.39602;1.79322;5.61263
ID;5953;0.829347;1.20169;5.62749;0.683919;0.684504;0.252409;1.09554;1.17228;2.23795;5.84534
ID;5954;0.422813;1.5143;5.99831;0.789387;0.311038;0.529267;0.622006;0.784461;2.0266;6.11828
ID;5955;0.155814;1.15818;6.213;0.0656838;0.113523;0.991362;0.179241;0.340709;1.17457;6.19471
ID;5956;0.670638;1.12515;5.86849;0.572201;0.480236;0.6648;0.368821;0.909306;1.39884;5.89483
ID;5957;0.95707;1.41244;5.77503;0.350442;0.878479;0.324754;0.340685;1.06867;1.72947;5.71813
ID;5958;1.03509;1.51274;5.7558;0.551509;0.798189;0.242347;0.87452;1.33335;2.34216;5.94578
ID;5959;0.889108;1.35066;5.96912;0.656492;0.0882409;0.749154;0.819952;1.47827;1.62141;0.149787
ID;5960;0.715522;0.564856;5.57764;0.328888;0.944352;0.0056713;0.327844;0.879537;0.863171;5.36581
ID;5961;0.79575;1.74454;5.73982;0.447442;0.794024;0.411488;0.111644;0.8362;1.84334;5.71486
ID;5962;0.737048;1.54747;6.15482;0.689753;0.704568;0.166807;0.366409;0.797167;1.90854;6.1443
ID;5963;0.523154;1.40137;5.76446;0.681718;0.68708;0.251361;0.885683;0.721239;2.24631;5.62182
ID;5964;0.498679;0.353791;5.85221;0.966402;0.158498;0.202348;0.079775;0.456098;0.428111;5.91568
ID;5965;0.703184;1.01493;5.68544;0.689157;0.127591;0.713291;0.717389;1.09761;1.3937;6.03369
ID;5966;0.771668;1.29132;5.57206;0.312543;0.468502;0.826331;0.806819;1.44647;1.73372;5.62799
ID;5967;0.640654;1.65926;5.83461;0.154924;0.735807;0.659232;0.172523;0.743226;1.76083;5.7532
ID;5968;0.777182;1.27441;5.54526;0.634358;0.273308;0.723113;0.523398;1.13263;1.58204;5.73369
ID;5969;0.696522;1.56794;5.70254;0.340951;0.225768;0.912568;0.64541;1.30118;1.80629;5.80763
ID;5970;0.556481;1.31412;5.99232;0.852185;0.483886;0.199086;0.611692;0.684696;1.91013;6.05374
ID;5971;0.239418;1.56572;6.12959;0.491342;0.38853;0.779505;0.282791;0.456011;1.73349;6.07364
ID;5972;1.22179;1.63359;6.17596;0.62545;0.689424;0.365386;1.00052;1.91693;2.34986;0.56151
ID;5973;0.919405;1.53876;6.1071;0.755284;0.574917;0.314668;0.416977;1.07348;1.91143;6.242
ID;5974;0.679403;1.28215;5.84107;0.760878;0.644534;0.0751057;0.0218063;0.681181;1.30389;5.84056
ID;5975;1.15083;1.42269;5.96583;0.413741;0.845095;0.338574;0.0365246;1.16301;1.45703;5.96726
ID;5976;0.756562;1.64928;5.5506;0.579144;0.367354;0.727766;0.181348;0.893165;1.76941;5.5828
ID;5977;0.638392;1.52596;6.06504;0.271231;0.663106;0.697656;0.843345;1.20577;2.1023;5.90928
ID;5978;0.963609;1.03788;5.69784;0.581331;0.539248;0.609316;0.0612182;0.994702;1.08512;5.71058
ID;5979;0.450134;0.924325;5.97225;0.354196;0.515375;0.780342;0.407669;0.818651;1.16434;5.87614
ID;5980;1.11849;1.69341;6.08399;0.37046;0.0203297;0.928626;0.944795;2.04926;1.70771;0.142676
ID;5981;0.502;1.12213;6.13171;0.346126;0.678731;0.647704;1.03367;1.22137;1.87446;5.95383
ID;5982;0.792581;1.61511;5.52196;0.793316;0.526268;0.30609;0.327481;0.909902;1.916;5.605
ID;5983;0.404125;1.05091;5.9664;0.648703;0.505173;0.569197;0.305919;0.59615;1.29889;5.92273
ID;5984;0.432508;1.24115;5.99727;0.639444;0.515249;0.57064;0.20395;0.556896;1.40574;5.96579
ID;5985;0.914671;1.42343;6.04374;0.930989;0.36288;0.0397147;0.775464;1.02991;2.07336;0.197881
ID;5986;1.08848;1.81711;5.80263;0.485616;0.435949;0.75771;0.535616;1.58018;2.10421;6.01472
ID;5987;0.858395;1.68205;5.86646;0.170593;0.504932;0.846134;0.577515;1.33889;1.98357;5.82063
ID;5988;0.819672;1.37416;6.01382;0.567437;0.654863;0.499169;0.0158533;0.827673;1.38789;6.01336
ID;5989;1.15927;1.55997;6.20864;0.741641;0.455094;0.492807;0.348284;1.35303;1.7911;0.12243
ID;5990;0.748713;1.17007;5.8057;0.250468;0.469053;0.846909;0.281697;0.998181;1.31633;5.77331
ID;5991;0.741346;1.26754;5.89703;0.619955;0.0632214;0.782086;1.00821;1.4823;1.60031;0.134382
ID;5992;1.10051;1.05217;5.87407;0.632585;0.238159;0.736964;0.508057;1.36441;1.27329;6.15849
ID;5993;0.679988;0.792316;5.80921;0.839852;0.53665;0.0815758;0.261767;0.679402;1.05163;5.84541
ID;5994;0.770293;1.45789;6.10244;0.0220283;0.406679;0.913306;0.615008;1.33514;1.67916;5.99205
ID;5995;0.781009;0.960583;5.64933;0.130042;0.634533;0.761877;0.703874;1.38068;1.39315;5.51195
ID;5996;0.531949;1.20354;5.9222;0.349564;0.489812;0.79868;0.798629;1.18791;1.67395;5.87929
ID;5997;0.745236;1.33875;5.7509;0.608379;0.544025;0.57785;0.780519;1.22422;1.951;5.9082
ID;5998;0.472038;0.957236;6.09546;0.742023;0.431114;0.513365;0.409064;0.676277;1.30724;6.11387
ID;5999;0.745701;1.28835;5.54509;0.364062;0.579955;0.728774;0.774888;1.32355;1.81159;5.55772
ID;6000;0.944841;1.43283;5.73003;0.000393199;0.867819;0.49688;0.591764;1.2236;1.88737;5.49208
ID;6001;0.797492;1.04449;5.8158;0.558199;0.57039;0.602553;0.664473;1.17921;1.56194;5.91893
ID;6002;1.1979;1.46176;5.92004;0.868772;0.262249;0.420072;0.277607;1.30755;1.60676;6.1262
ID;6003;0.377296;1.14039;5.94113;0.649513;0.684039;0.331999;0.377806;0.537667;1.47494;5.81393
ID;6004;0.644927;1.53475;5.99112;0.690225;0.0368791;0.722654;0.548533;1.07236;1.79736;6.26315
ID;6005;0.550074;1.3416;5.99527;0.293551;0.360578;0.885331;0.356064;0.870374;1.50389;5.96591
ID;6006;0.972583;1.67236;5.7895;0.902458;0.0952283;0.420121;0.466194;1.25085;1.90082;6.15419
ID;6007;0.705591;0.45863;5.81428;0.0100755;0.811915;0.583688;0.203995;1.01094;0.585898;5.60031
ID;6008;0.362466;1.51363;5.97916;0.573651;0.597272;0.560527;0.328687;0.541164;1.7688;5.88502
ID;6009;0.919575;1.50619;5.825;0.716951;0.428402;0.549958;0.185613;1.02223;1.64694;5.88987
ID;6010;1.00571;0.745863;5.80526;0.759857;0.623494;0.184044;1.02823;1.07504;1.70379;6.16265
ID;6011;0.593373;1.02868;6.01343;0.624899;0.460338;0.630547;0.418885;0.848594;1.35167;6.04332
ID;6012;0.510477;1.57563;5.96294;0.388928;0.290399;0.874302;0.465206;0.920889;1.79926;5.97967
ID;6013;0.46538;1.41022;6.07907;0.766509;0.593409;0.24562;0.627774;0.613896;2.0141;6.00718
ID;6014;0.943579;0.888683;5.79638;0.0912971;0.588111;0.803611;1.07472;1.84263;1.50765;5.78089
ID;6015;0.115956;1.40016;6.22046;0.786283;0.061086;0.61484;0.155371;0.210449;1.5222;6.231
ID;6016;0.291137;1.25795;6.02871;0.669814;0.739402;0.068075;0.476118;0.349315;1.67336;5.79534
ID;6017;0.411165;1.00167;5.95969;0.51935;0.426667;0.740426;1.04854;1.20067;1.68359;6.04116
ID;6018;0.589423;1.30839;5.98607;0.509041;0.677577;0.530818;0.0515082;0.620172;1.3498;5.97186
ID;6019;0.226822;1.0686;6.16794;0.0086358;0.996836;0.0790179;0.769023;0.558063;1.38363;5.41903
ID;6020;0.697515;1.59989;6.08717;0.233992;0.879788;0.413788;0.270381;0.792212;1.80786;5.95431
ID;6021;0.644215;0.559394;5.89903;0.0974269;0.978607;0.181211;0.174183;0.835576;0.687392;5.70293
ID;6022;0.765421;1.29509;6.11442;0.011545;0.96392;0.265942;0.693916;0.963857;1.8163;5.69182
ID;6023;0.286941;1.28475;6.14077;0.170151;0.275925;0.945999;0.459363;0.738428;1.41407;6.06748
ID;6024;0.469143;0.536547;5.91415;0.0274095;0.710482;0.703182;0.468693;1.09678;0.783113;5.54516
ID;6025;0.973957;1.4406;5.76033;0.212834;0.602456;0.769252;0.35377;1.24775;1.66432;5.73332
ID;6026;0.92486;1.62589;5.90717;0.294277;0.839777;0.456264;0.23495;1.02399;1.82793;5.85302
ID;6027;1.03377;1.17335;5.84853;0.557565;0.827478;0.0663414;0.542589;1.06557;1.71339;5.88721
ID;6028;1.05147;1.83756;5.78606;0.559308;0.592768;0.579483;0.646242;1.57433;2.30085;6.06871
ID;6029;0.774826;1.29855;5.90009;0.367175;0.668051;0.647217;0.81434;1.31875;1.91175;5.88713
ID;6030;1.22365;1.55262;6.12837;0.672241;0.691395;0.2647;0.527793;1.41995;1.99586;0.102171
ID;6031;0.400776;1.07715;6.05648;0.129418;0.0677821;0.989271;0.733455;1.11353;1.17804;6.08794
ID;6032;1.06742;1.44866;6.1517;0.432933;0.646474;0.628204;0.264374;1.23336;1.65119;6.18634
ID;6033;0.824105;1.1049;6.06879;0.806755;0.572511;0.146213;0.878618;0.950041;1.94563;0.0106848
ID;6034;0.352855;1.38456;6.20329;0.376272;0.909388;0.177294;1.00401;0.411516;2.10542;5.5016
ID;6035;0.582824;1.47013;5.9167;0.927276;0.285724;0.241912;0.859811;0.913818;2.22919;0.00108326
ID;6036;0.347073;0.593573;5.97982;0.758411;0.464944;0.456771;0.229069;0.484851;0.795469;5.93737
ID;6037;0.866475;0.956309;5.71906;0.206766;0.556099;0.804985;0.855292;1.56918;1.45353;5.72065
ID;6038;0.726007;1.73418;5.56565;0.627072;0.51857;0.581263;0.122659;0.798908;1.83371;5.57294
ID;6039;0.636041;0.979187;5.87933;0.566244;0.590674;0.574867;0.540173;0.953726;1.41934;5.87388
ID;6040;1.25273;1.55333;5.99941;0.195232;0.0253728;0.980429;0.3026;1.549;1.57083;6.05613
ID;6041;0.512568;1.54008;5.89829;0.659542;0.360946;0.659335;0.391543;0.777491;1.83063;5.94063
ID;6042;0.411323;0.705963;5.95899;0.784899;0.115014;0.608856;0.888249;0.782007;1.3395;0.0258237
ID;6043;0.972932;1.74799;5.76081;0.491503;0.397056;0.775095;0.622473;1.53796;2.07606;5.98493
ID;6044;0.72756;1.14361;6.00628;0.84281;0.538107;0.0105845;0.93672;0.744263;2.06894;6.1572
ID;6045;1.15486;1.19761;5.99389;0.147927;0.9138;0.378268;0.344393;1.29913;1.51095;5.93467
ID;6046;0.519532;1.42557;5.83213;0.687814;0.717121;0.112473;0.998066;0.539097;2.38565;5.55592
ID;6047;1.03479;1.03697;5.96579;0.0534513;0.913662;0.402945;0.401562;1.24939;1.37981;5.82439
ID;6048;0.817148;0.636207;5.83855;0.716755;0.467019;0.517836;0.253421;0.884642;0.844966;5.92511
ID;6049;0.625566;1.32054;5.72544;0.77459;0.522308;0.356657;0.682282;0.884228;1.94857;5.82628
ID;6050;0.517562;1.05391;5.98242;0.384586;0.18631;0.904092;0.252106;0.736292;1.15975;6.00343
ID;6051;1.12787;1.81341;5.84748;0.210557;0.855138;0.473714;0.938203;1.63291;2.63154;5.89855
ID;6052;0.650795;0.749064;5.63316;0.698514;0.189955;0.689925;0.226087;0.743579;0.897693;5.72635
ID;6053;0.730623;1.48793;5.7363;0.755262;0.262569;0.60053;0.856729;1.34869;2.01237;6.1774
ID;6054;0.799603;0.849804;5.68652;0.743679;0.237443;0.62495;1.09418;1.27696;1.49449;6.28252
ID;6055;0.651054;1.61287;5.75439;0.777397;0.564776;0.276917;0.977736;1.07115;2.52899;5.99224
ID;6056;0.748368;1.03319;5.58791;0.642601;0.260199;0.720667;0.889675;1.29838;1.52568;5.9614
ID;6057;0.855761;1.3796;5.87341;0.41904;0.255975;0.871138;1.00035;1.73931;1.7308;6.19559
ID;6058;1.0169;1.26242;6.10797;0.343049;0.371759;0.862619;0.305228;1.26917;1.40871;6.15735
ID;6059;0.276773;1.30261;6.20372;0.935674;0.151605;0.318637;0.58006;0.466457;1.84004;0.0341323
ID;6060;0.404101;0.739063;5.99092;0.742931;0.0320908;0.668598;0.22514;0.492795;0.892904;6.08138
ID;6061;0.589535;0.936222;5.78162;0.704547;0.231234;0.670928;0.253457;0.722078;1.11336;5.85451
ID;6062;1.06077;0.862115;5.78496;0.678535;0.458913;0.573576;0.842976;1.37529;1.4268;6.21808
ID;6063;0.861317;0.963372;5.65416;0.0719358;0.997167;0.0219853;0.93375;0.996875;1.7671;5.15307
ID;6064;0.784742;1.64901;6.00269;0.564185;0.789766;0.240759;0.0421527;0.794245;1.68939;5.9961
ID;6065;0.591481;1.68449;5.72321;0.561993;0.811783;0.158656;0.198103;0.608433;1.86725;5.65194
ID;6066;0.498633;0.710755;6.00663;0.13285;0.0317204;0.990628;0.31621;0.792727;0.750183;6.0324
ID;6067;0.503878;0.933928;5.79455;0.207746;0.601827;0.771132;0.830986;1.23895;1.42088;5.59454
ID;6068;1.16618;1.30707;6.0053;0.215631;0.0968381;0.971661;0.750975;1.8626;1.38717;6.16329
ID;6069;0.642467;1.20984;5.79993;0.268147;0.830375;0.488441;1.05457;1.17332;2.07051;5.49647
ID;6070;1.18841;1.48505;5.9555;0.689829;0.628091;0.360053;0.398315;1.34774;1.80643;6.14275
ID;6071;0.76517;1.31503;5.6284;0.484091;0.438929;0.756966;0.576356;1.19977;1.67764;5.71912
ID;6072;0.286002;1.19966;6.06515;0.629716;0.726941;0.273889;0.516254;0.465852;1.64145;5.83487
ID;6073;0.195891;1.44155;6.11017;0.0809391;0.440143;0.894272;0.373851;0.543186;1.52894;5.96785
ID;6074;0.59475;1.14829;5.71809;0.508207;0.857879;0.0759582;0.282103;0.650696;1.40621;5.6004
ID;6075;1.06777;1.63514;5.78715;0.783064;0.603473;0.150438;0.396741;1.17171;1.98697;5.96662
ID;6076;0.806115;1.50182;5.5954;0.767785;0.115536;0.630204;0.83469;1.41589;1.87698;6.1213
ID;6077;1.15898;1.55954;6.00803;0.375185;0.288567;0.880889;0.85722;1.95986;1.80656;0.0371797
ID;6078;0.59645;1.6525;6.0026;0.746193;0.568278;0.346779;0.45685;0.761033;2.08039;6.01498
ID;6079;0.930429;1.58429;5.91932;0.337734;0.808851;0.481347;0.491955;1.15777;2.0109;5.86202
ID;6080;0.872025;1.15241;5.82829;0.133021;0.935831;0.326382;0.531213;1.0921;1.60636;5.60911
ID;6081;1.01788;0.919334;5.73175;0.913382;0.336057;0.229781;0.56305;0.993353;1.35958;6.09547
ID;6082;0.932586;1.43806;5.81266;0.428799;0.37745;0.82077;0.00174687;0.933992;1.43903;5.81287
ID;6083;0.739278;1.58459;6.05161;0.606277;0.275342;0.746067;0.94774;1.57772;2.05103;0.190528
ID;6084;0.758625;0.760741;5.66325;0.733013;0.270073;0.624301;0.2489;0.840345;0.936164;5.77492
ID;6085;0.744974;1.11999;5.56399;0.346749;0.868758;0.353588;0.404383;0.926969;1.47492;5.42824
ID;6086;0.341122;1.1477;6.02292;0.643502;0.734446;0.215625;0.722211;0.532874;1.79691;5.7429
ID;6087;0.345437;0.908029;5.95473;0.16464;0.338786;0.926347;0.0259612;0.374697;0.915128;5.94622
ID;6088;0.48448;1.37351;5.86309;0.869189;0.21789;0.443885;1.04063;1.09;2.18062;0.0535934
ID;6089;0.781936;1.35084;5.74633;0.266571;0.400045;0.876871;0.281506;1.03075;1.48543;5.73587
ID;6090;1.25293;1.47351;6.18836;0.605555;0.567318;0.55808;0.210062;1.3683;1.62141;6.28052
ID;6091;0.331047;0.387311;5.957;0.671125;0.365932;0.644737;0.140824;0.44703;0.494278;5.92928
ID;6092;0.477495;1.39246;5.9868;0.314624;0.635318;0.705253;0.0304971;0.50116;1.41003;5.97402
ID;6093;0.367346;1.39929;6.15242;0.508911;0.846623;0.155689;0.610066;0.43793;1.89225;5.80156
ID;6094;0.745204;1.60112;6.19415;0.817983;0.507257;0.271283;0.921812;1.19317;2.42243;0.29423
ID;6095;0.507672;0.721165;5.83443;0.192491;0.295014;0.935903;0.857311;1.334;1.01432;5.80688
ID;6096;0.473023;0.723241;6.01719;0.705886;0.12457;0.697286;0.523118;0.718187;1.06485;6.21179
ID;6097;0.820384;0.863074;5.62449;0.0634686;0.683651;0.727044;1.06586;1.6922;1.55994;5.46026
ID;6098;0.502293;1.24121;5.96139;0.734807;0.491357;0.467576;0.336495;0.661218;1.53834;5.95909
ID;6099;0.10585;0.727619;6.20166;0.743572;0.0298974;0.667987;0.530639;0.400821;1.11193;0.0223043
ID;6100;0.581332;0.946955;5.8162;0.472179;0.604259;0.641808;0.403641;0.871108;1.25067;5.75396
ID;6101;0.950559;1.05095;5.91865;0.26295;0.88546;0.383168;0.753387;1.2734;1.73509;5.80167
ID;6102;0.457277;1.09818;6.15043;0.657911;0.387279;0.645886;0.240864;0.613056;1.28187;6.15105
ID;6103;0.877533;0.595191;5.61414;0.428609;0.777423;0.460335;0.421138;1.10287;0.967426;5.57373
ID;6104;1.13958;1.33035;5.99922;0.190419;0.65242;0.733545;0.199317;1.28774;1.46533;5.98919
ID;6105;0.166484;1.16091;6.24558;0.417395;0.897081;0.145007;0.954865;0.384614;1.80439;5.53935
ID;6106;0.792368;0.738346;5.65822;0.19376;0.770771;0.606934;0.0140018;0.806934;0.747976;5.64997
ID;6107;0.95459;1.49033;6.08052;0.812278;0.227399;0.537116;0.712748;1.40157;1.86631;0.26724
ID;6108;0.538374;1.42554;6.19106;0.15688;0.779884;0.605945;0.522371;0.855024;1.75024;5.93339
ID;6109;1.01477;1.20513;5.92782;0.556448;0.730896;0.395167;0.355695;1.1457;1.5275;5.98075
ID;6110;0.869537;0.86377;5.80547;0.834387;0.493952;0.244562;0.700383;0.942651;1.4997;6.0673
ID;6111;0.841438;0.788463;5.77665;0.111112;0.884086;0.453923;0.0768467;0.910989;0.84614;5.72602
ID;6112;1.16563;1.47749;6.04421;0.499621;0.0259072;0.865856;0.276152;1.39598;1.52375;6.17437
ID;6113;1.12636;1.12014;5.84328;0.724173;0.68368;0.0903076;0.660704;1.15138;1.73369;6.08739
ID;6114;0.880111;1.2824;5.62879;0.878671;0.320007;0.354306;0.811225;1.18712;1.87924;6.09967
ID;6115;0.838736;1.8433;5.58851;0.226551;0.668021;0.708818;0.928484;1.4839;2.48404;5.52573
ID;6116;0.788373;1.2554;5.78823;0.769575;0.551264;0.322276;0.692456;1.01977;1.88528;5.96756
ID;6117;0.883149;1.77232;5.77956;0.135987;0.954617;0.26498;0.381589;0.914407;2.09067;5.58146
ID;6118;0.709405;1.19186;5.95282;0.874328;0.400474;0.274172;0.598635;0.85598;1.73318;6.15045
ID;6119;0.463188;1.60924;6.0527;0.374782;0.41951;0.826771;0.161952;0.594882;1.69587;6.02461
ID;6120;0.435044;0.728435;6.08502;0.114442;0.186883;0.975693;0.406751;0.865333;0.810976;6.03889
ID;6121;0.860878;1.51509;5.67959;0.409892;0.265517;0.872633;1.01406;1.80398;1.86619;6.00937
ID;6122;0.602351;1.5239;6.1703;0.228597;0.776345;0.587394;0.302309;0.773312;1.72635;6.03306
ID;6123;0.871276;0.757873;5.80548;0.74306;0.038559;0.668113;0.967432;1.13482;1.18868;0.217748
ID;6124;1.18776;1.47541;6.13962;0.669228;0.193609;0.717391;0.296446;1.39411;1.58545;0.0309805
ID;6125;1.17355;1.72075;6.00684;0.445061;0.473105;0.760324;1.08111;2.2445;2.16083;0.289771
ID;6126;1.36434;1.72672;6.09042;0.417896;0.580282;0.699025;0.995219;2.3174;2.17668;0.38877
ID;6127;0.548175;1.42413;5.89057;0.617676;0.623107;0.479806;0.0320519;0.564426;1.45149;5.884
ID;6128;0.864779;1.75303;5.80469;0.77824;0.0596148;0.625131;1.09562;1.865;2.00198;0.365367
ID;6129;0.865866;1.07785;5.69886;0.372207;0.578478;0.725827;0.276019;1.06933;1.26731;5.6924
ID;6130;0.852997;0.941098;5.66816;0.400634;0.757025;0.516146;0.156795;0.949497;1.07313;5.6393
ID;6131;0.448921;0.806768;5.90867;0.559863;0.52167;0.643751;0.179513;0.590938;0.940463;5.86784
ID;6132;1.08691;1.73479;5.89625;0.259069;0.601716;0.755527;0.234721;1.26504;1.88834;5.8981
ID;6133;0.775646;1.48107;6.05241;0.219728;0.790672;0.571452;0.86405;1.2375;2.15514;5.84722
ID;6134;1.06806;1.54477;6.12849;0.0532667;0.175807;0.982982;0.826482;1.88334;1.68954;6.15771
ID;6135;0.616351;0.670448;5.80858;0.722614;0.343799;0.599692;0.106264;0.661057;0.75387;5.83373
ID;6136;0.221306;1.02302;6.07674;0.561943;0.480527;0.673286;0.173846;0.366036;1.14068;6.01827
ID;6137;0.274681;1.41222;6.16759;0.434612;0.900367;0.0212484;0.746802;0.237345;1.90995;5.60266
ID;6138;0.509515;1.41062;5.97679;0.241706;0.947566;0.209039;0.653483;0.616593;1.88191;5.54057
ID;6139;0.269582;0.89237;6.15064;0.558091;0.411483;0.720567;0.996369;1.01495;1.56776;6.15551
ID;6140;1.05859;1.28159;5.90402;0.720751;0.689473;0.071731;0.638506;1.10891;1.88796;6.10162
ID;6141;0.635652;0.447804;5.86218;0.823623;0.566245;0.0317962;0.0769111;0.633408;0.524636;5.86748
ID;6142;0.187827;0.966598;6.1459;0.773098;0.193312;0.604111;0.745149;0.620419;1.54827;6.24256
ID;6143;0.489514;1.35914;6.00667;0.120871;0.646174;0.753558;0.418958;0.827299;1.56456;5.82352
ID;6144;0.260595;1.57308;6.11535;0.212162;0.434976;0.87509;0.0329258;0.289319;1.58369;6.10346
ID;6145;0.278999;1.38327;6.0876;0.671073;0.350747;0.653175;0.850208;0.861556;2.01614;6.14337
ID;6146;0.554815;1.61321;6.05127;0.347909;0.787952;0.508026;0.4972;0.762774;1.9902;5.84359
ID;6147;0.205885;0.809936;6.09437;0.921117;0.0643056;0.383938;0.996271;0.522731;1.69021;0.0819788
ID;6148;0.29729;0.67041;6.05821;0.72291;0.668208;0.175783;1.08572;0.639214;1.70531;5.75631
ID;6149;0.313652;1.17471;6.13709;0.587094;0.136608;0.797909;0.347143;0.577982;1.37843;6.18397
ID;6150;0.909238;1.34132;5.93946;0.664915;0.738466;0.112053;1.03905;1.09;2.36221;6.10514
ID;6151;0.523748;1.4482;6.01725;0.514249;0.347317;0.784167;0.0528804;0.565391;1.48098;6.01562
ID;6152;0.645344;1.32056;6.12332;0.463592;0.672846;0.576507;0.748498;1.08743;1.92432;6.06293
ID;6153;0.637295;1.68114;5.81462;0.30434;0.807181;0.505802;0.576181;0.856704;2.12632;5.58233
ID;6154;1.05074;1.08045;5.94169;0.0562875;0.556584;0.828883;0.900379;1.81727;1.57194;5.92363
ID;6155;0.756751;0.819646;5.62518;0.213226;0.522569;0.825504;0.171811;0.926377;0.910945;5.58253
ID;6156;0.72867;0.802459;5.94978;0.975243;0.207616;0.0761369;1.09504;0.661887;1.79087;0.175315
ID;6157;1.0199;1.4696;5.99297;0.606875;0.765519;0.213737;0.187266;1.05977;1.65076;6.01834
ID;6158;0.267668;1.37798;6.13906;0.869858;0.147837;0.470629;0.0492027;0.29;1.42113;6.14392
ID;6159;0.777121;1.2836;5.59359;0.580578;0.466792;0.667109;0.777964;1.30699;1.82058;5.7956
ID;6160;0.848197;0.997142;5.67197;0.42026;0.530069;0.736484;0.451501;1.16848;1.29941;5.70773
ID;6161;0.442627;1.02953;6.12852;0.661554;0.508607;0.551058;0.957832;0.992328;1.81758;6.17674
ID;6162;0.610235;1.62445;5.72988;0.906668;0.420774;0.0300539;0.110586;0.615692;1.73323;5.7496
ID;6163;0.928348;1.47192;6.02337;0.774097;0.604252;0.188822;0.855202;1.20491;2.2511;0.0758138
ID;6164;1.07771;1.34593;5.9384;0.518326;0.36997;0.771012;0.909441;1.78716;1.74137;0.0643471
ID;6165;1.12297;1.43724;6.06791;0.564406;0.786816;0.249733;0.498909;1.26209;1.90625;6.18407
ID;6166;0.703921;1.53715;5.72789;0.327414;0.779555;0.533942;0.957323;1.17088;2.31774;5.53343
ID;6167;0.361775;0.328335;5.98607;0.14122;0.840634;0.522869;0.408388;1.0356;0.60096;5.48037
ID;6168;0.965861;1.3786;6.17535;0.635205;0.553777;0.538374;0.450621;1.20928;1.73224;0.0286385
ID;6169;0.874606;1.34977;5.86529;0.965898;0.0473906;0.254548;1.0769;1.24738;1.93814;0.452527
ID;6170;0.169242;1.43663;6.17367;0.55944;0.180442;0.808992;0.697669;0.745495;1.83707;6.23201
ID;6171;0.887695;1.61008;5.67986;0.692801;0.656673;0.298006;1.02465;1.44702;2.51973;6.10555
ID;6172;0.998766;1.69706;6.01397;0.00267233;0.695721;0.718307;0.775749;1.50183;2.20456;5.83728
ID;6173;0.319286;0.789056;6.02132;0.439684;0.357047;0.824133;0.975543;1.13037;1.32593;6.04738
ID;6174;0.605396;1.39926;6.21076;0.213581;0.887061;0.409274;0.653064;0.854639;1.8927;5.87557
ID;6175;0.573428;1.56381;6.17518;0.887983;0.370651;0.272221;0.103718;0.602489;1.66177;6.19428
ID;6176;0.564503;1.21632;5.95131;0.527185;0.433093;0.731099;0.260689;0.756905;1.39384;5.94634
ID;6177;0.735092;0.62041;5.78219;0.364567;0.846965;0.386965;0.683818;1.12267;1.23371;5.60162
ID;6178;0.912919;0.894648;5.64865;0.71824;0.0669191;0.69257;0.619172;1.13146;1.16422;6.06251
ID;6179;0.77847;0.973559;5.67676;0.37453;0.88096;0.2892;0.0550149;0.806862;1.02254;5.65374
